
========== OUTPUT ==========
Cloudlet ID    Cloudlet Length    Priority    STATUS    Data center ID    VM ID    VM Type    Time    Start Time    Finish Time
    392            70000            High      SUCCESS        2            12            High        700        2200.1        2900.1
    118            40000            High      SUCCESS        2            19            High        400        2500.1        2900.1
    526            20000            High      SUCCESS        2            20            High        200        2700.1        2900.1
    198            60000            High      SUCCESS        2            21            High        600        2300.1        2900.1
    459            20000            High      SUCCESS        2            32            High        200        2700.1        2900.1
    213            60000            High      SUCCESS        2            33            High        600        2300.1        2900.1
    263            60000            High      SUCCESS        2            37            High        600        2300.1        2900.1
    546            10000            High      SUCCESS        2            38            High        100        2800.1        2900.1
    782            20000            Low       SUCCESS        2            65            Low         200        2700.1        2900.1
    788            20000            Low       SUCCESS        2            71            Low         200        2700.1        2900.1
    791            20000            Low       SUCCESS        2            77            Low         200        2700.1        2900.1
    798            20000            Low       SUCCESS        2            81            Low         200        2700.1        2900.1
    800            20000            Low       SUCCESS        2            85            Low         200        2700.1        2900.1
    801            20000            Low       SUCCESS        2            87            Low         200        2700.1        2900.1
    802            20000            Low       SUCCESS        2            89            Low         200        2700.1        2900.1
    803            20000            Low       SUCCESS        2            91            Low         200        2700.1        2900.1
    806            20000            Low       SUCCESS        2            93            Low         200        2700.1        2900.1
    807            20000            Low       SUCCESS        2            95            Low         200        2700.1        2900.1
    808            20000            Low       SUCCESS        2            97            Low         200        2700.1        2900.1
    813            20000            Low       SUCCESS        2            101            Low         200        2700.1        2900.1
    819            10000            Low       SUCCESS        2            109            Low         100        2800.1        2900.1
    820            10000            Low       SUCCESS        2            111            Low         100        2800.1        2900.1
    823            10000            Low       SUCCESS        2            117            Low         100        2800.1        2900.1
    824            10000            Low       SUCCESS        2            119            Low         100        2800.1        2900.1
    826            10000            Low       SUCCESS        2            123            Low         100        2800.1        2900.1
    831            10000            Low       SUCCESS        2            131            Low         100        2800.1        2900.1
    442            80000            High      SUCCESS        2            14            High        800        2200.1        3000.1
    484            40000            High      SUCCESS        2            16            High        400        2600.1        3000.1
    165            100000            High      SUCCESS        2            23            High        1000        2000.1        3000.1
    166            100000            High      SUCCESS        2            25            High        1000        2000.1        3000.1
    252            20000            High      SUCCESS        2            27            High        200        2800.1        3000.1
    849            10000            Low       SUCCESS        2            41            Low         100        2900.1        3000.1
    855            10000            Low       SUCCESS        2            47            Low         100        2900.1        3000.1
    856            10000            Low       SUCCESS        2            49            Low         100        2900.1        3000.1
    861            10000            Low       SUCCESS        2            55            Low         100        2900.1        3000.1
    862            10000            Low       SUCCESS        2            57            Low         100        2900.1        3000.1
    863            10000            Low       SUCCESS        2            59            Low         100        2900.1        3000.1
    865            10000            Low       SUCCESS        2            63            Low         100        2900.1        3000.1
    866            10000            Low       SUCCESS        2            65            Low         100        2900.1        3000.1
    817            20000            Low       SUCCESS        2            105            Low         200        2800.1        3000.1
    818            20000            Low       SUCCESS        2            107            Low         200        2800.1        3000.1
    821            20000            Low       SUCCESS        2            113            Low         200        2800.1        3000.1
    822            20000            Low       SUCCESS        2            115            Low         200        2800.1        3000.1
    825            20000            Low       SUCCESS        2            121            Low         200        2800.1        3000.1
    828            20000            Low       SUCCESS        2            125            Low         200        2800.1        3000.1
    829            20000            Low       SUCCESS        2            127            Low         200        2800.1        3000.1
    830            20000            Low       SUCCESS        2            129            Low         200        2800.1        3000.1
    834            20000            Low       SUCCESS        2            133            Low         200        2800.1        3000.1
    837            20000            Low       SUCCESS        2            135            Low         200        2800.1        3000.1
    838            20000            Low       SUCCESS        2            137            Low         200        2800.1        3000.1
    843            10000            Low       SUCCESS        2            141            Low         100        2900.1        3000.1
    844            10000            Low       SUCCESS        2            143            Low         100        2900.1        3000.1
    180            90000            High      SUCCESS        2            3            High        900        2200.1        3100.1
    236            70000            High      SUCCESS        2            15            High        700        2400.1        3100.1
    372            100000            High      SUCCESS        2            36            High        1000        2100.1        3100.1
    850            20000            Low       SUCCESS        2            43            Low         200        2900.1        3100.1
    854            20000            Low       SUCCESS        2            45            Low         200        2900.1        3100.1
    857            20000            Low       SUCCESS        2            51            Low         200        2900.1        3100.1
    858            20000            Low       SUCCESS        2            53            Low         200        2900.1        3100.1
    864            20000            Low       SUCCESS        2            61            Low         200        2900.1        3100.1
    867            20000            Low       SUCCESS        2            67            Low         200        2900.1        3100.1
    868            10000            Low       SUCCESS        2            69            Low         100        3000.1        3100.1
    871            10000            Low       SUCCESS        2            73            Low         100        3000.1        3100.1
    873            10000            Low       SUCCESS        2            75            Low         100        3000.1        3100.1
    876            10000            Low       SUCCESS        2            81            Low         100        3000.1        3100.1
    877            10000            Low       SUCCESS        2            83            Low         100        3000.1        3100.1
    880            10000            Low       SUCCESS        2            85            Low         100        3000.1        3100.1
    882            10000            Low       SUCCESS        2            87            Low         100        3000.1        3100.1
    884            10000            Low       SUCCESS        2            89            Low         100        3000.1        3100.1
    839            20000            Low       SUCCESS        2            139            Low         200        2900.1        3100.1
    845            20000            Low       SUCCESS        2            145            Low         200        2900.1        3100.1
    848            20000            Low       SUCCESS        2            147            Low         200        2900.1        3100.1
    511            90000            High      SUCCESS        2            4            High        900        2300.1        3200.1
    512            70000            High      SUCCESS        2            6            High        700        2500.1        3200.1
    184            90000            High      SUCCESS        2            7            High        900        2300.1        3200.1
    444            60000            High      SUCCESS        2            18            High        600        2600.1        3200.1
    168            90000            High      SUCCESS        2            29            High        900        2300.1        3200.1
    870            20000            Low       SUCCESS        2            71            Low         200        3000.1        3200.1
    874            20000            Low       SUCCESS        2            77            Low         200        3000.1        3200.1
    875            20000            Low       SUCCESS        2            79            Low         200        3000.1        3200.1
    890            20000            Low       SUCCESS        2            91            Low         200        3000.1        3200.1
    893            20000            Low       SUCCESS        2            93            Low         200        3000.1        3200.1
    899            10000            Low       SUCCESS        2            97            Low         100        3100.1        3200.1
    907            10000            Low       SUCCESS        2            101            Low         100        3100.1        3200.1
    915            10000            Low       SUCCESS        2            103            Low         100        3100.1        3200.1
    922            10000            Low       SUCCESS        2            109            Low         100        3100.1        3200.1
    468            50000            High      SUCCESS        2            2            High        500        2800.1        3300.1
    558            10000            High      SUCCESS        2            6            High        100        3200.1        3300.1
    230            60000            High      SUCCESS        2            13            High        600        2700.1        3300.1
    160            100000            High      SUCCESS        2            17            High        1000        2300.1        3300.1
    244            40000            High      SUCCESS        2            21            High        400        2900.1        3300.1
    449            90000            High      SUCCESS        2            24            High        900        2400.1        3300.1
    536            60000            High      SUCCESS        2            28            High        600        2700.1        3300.1
    500            90000            High      SUCCESS        2            34            High        900        2400.1        3300.1
    898            20000            Low       SUCCESS        2            95            Low         200        3100.1        3300.1
    903            20000            Low       SUCCESS        2            99            Low         200        3100.1        3300.1
    918            20000            Low       SUCCESS        2            105            Low         200        3100.1        3300.1
    921            20000            Low       SUCCESS        2            107            Low         200        3100.1        3300.1
    925            10000            Low       SUCCESS        2            115            Low         100        3200.1        3300.1
    926            10000            Low       SUCCESS        2            117            Low         100        3200.1        3300.1
    931            10000            Low       SUCCESS        2            123            Low         100        3200.1        3300.1
    932            10000            Low       SUCCESS        2            125            Low         100        3200.1        3300.1
    941            10000            Low       SUCCESS        2            135            Low         100        3200.1        3300.1
    947            10000            Low       SUCCESS        2            139            Low         100        3200.1        3300.1
    948            10000            Low       SUCCESS        2            141            Low         100        3200.1        3300.1
    953            10000            Low       SUCCESS        2            143            Low         100        3200.1        3300.1
    157            80000            High      SUCCESS        2            11            High        800        2600.1        3400.1
    440            50000            High      SUCCESS        2            12            High        500        2900.1        3400.1
    483            40000            High      SUCCESS        2            14            High        400        3000.1        3400.1
    520            40000            High      SUCCESS        2            16            High        400        3000.1        3400.1
    487            20000            High      SUCCESS        2            18            High        200        3200.1        3400.1
    162            50000            High      SUCCESS        2            19            High        500        2900.1        3400.1
    206            20000            High      SUCCESS        2            29            High        200        3200.1        3400.1
    134            60000            High      SUCCESS        2            31            High        600        2800.1        3400.1
    256            50000            High      SUCCESS        2            33            High        500        2900.1        3400.1
    543            10000            High      SUCCESS        2            34            High        100        3300.1        3400.1
    260            60000            High      SUCCESS        2            35            High        600        2800.1        3400.1
    509            100000            High      SUCCESS        2            40            Low         1000        2400.1        3400.1
    970            10000            Low       SUCCESS        2            49            Low         100        3300.1        3400.1
    972            10000            Low       SUCCESS        2            53            Low         100        3300.1        3400.1
    973            10000            Low       SUCCESS        2            55            Low         100        3300.1        3400.1
    977            10000            Low       SUCCESS        2            61            Low         100        3300.1        3400.1
    979            10000            Low       SUCCESS        2            65            Low         100        3300.1        3400.1
    982            10000            Low       SUCCESS        2            67            Low         100        3300.1        3400.1
    923            20000            Low       SUCCESS        2            111            Low         200        3200.1        3400.1
    924            20000            Low       SUCCESS        2            113            Low         200        3200.1        3400.1
    927            20000            Low       SUCCESS        2            119            Low         200        3200.1        3400.1
    929            20000            Low       SUCCESS        2            121            Low         200        3200.1        3400.1
    933            20000            Low       SUCCESS        2            127            Low         200        3200.1        3400.1
    936            20000            Low       SUCCESS        2            129            Low         200        3200.1        3400.1
    937            20000            Low       SUCCESS        2            131            Low         200        3200.1        3400.1
    938            20000            Low       SUCCESS        2            133            Low         200        3200.1        3400.1
    945            20000            Low       SUCCESS        2            137            Low         200        3200.1        3400.1
    954            10000            Low       SUCCESS        2            145            Low         100        3300.1        3400.1
    965            10000            Low       SUCCESS        2            147            Low         100        3300.1        3400.1
    557            30000            High      SUCCESS        2            4            High        300        3200.1        3500.1
    222            60000            High      SUCCESS        2            5            High        600        2900.1        3500.1
    435            70000            High      SUCCESS        2            8            High        700        2800.1        3500.1
    269            100000            High      SUCCESS        2            9            High        1000        2500.1        3500.1
    480            10000            High      SUCCESS        2            12            High        100        3400.1        3500.1
    196            10000            High      SUCCESS        2            19            High        100        3400.1        3500.1
    577            20000            High      SUCCESS        2            28            High        200        3300.1        3500.1
    253            10000            High      SUCCESS        2            29            High        100        3400.1        3500.1
    264            80000            High      SUCCESS        2            39            High        800        2700.1        3500.1
    549            10000            High      SUCCESS        2            40            Low         100        3400.1        3500.1
    969            20000            Low       SUCCESS        2            47            Low         200        3300.1        3500.1
    971            20000            Low       SUCCESS        2            51            Low         200        3300.1        3500.1
    974            20000            Low       SUCCESS        2            57            Low         200        3300.1        3500.1
    976            20000            Low       SUCCESS        2            59            Low         200        3300.1        3500.1
    978            20000            Low       SUCCESS        2            63            Low         200        3300.1        3500.1
    984            10000            Low       SUCCESS        2            69            Low         100        3400.1        3500.1
    993            10000            Low       SUCCESS        2            77            Low         100        3400.1        3500.1
    996            10000            Low       SUCCESS        2            81            Low         100        3400.1        3500.1
    997            10000            Low       SUCCESS        2            83            Low         100        3400.1        3500.1
    999            10000            Low       SUCCESS        2            87            Low         100        3400.1        3500.1
    1002            10000            Low       SUCCESS        2            93            Low         100        3400.1        3500.1
    1011            10000            Low       SUCCESS        2            99            Low         100        3400.1        3500.1
    1014            10000            Low       SUCCESS        2            105            Low         100        3400.1        3500.1
    475            10000            High      SUCCESS        2            8            High        100        3500.1        3600.1
    187            20000            High      SUCCESS        2            11            High        200        3400.1        3600.1
    491            80000            High      SUCCESS        2            22            High        800        2800.1        3600.1
    200            60000            High      SUCCESS        2            25            High        600        3000.1        3600.1
    450            80000            High      SUCCESS        2            26            High        800        2800.1        3600.1
    457            100000            High      SUCCESS        2            30            High        1000        2600.1        3600.1
    585            70000            High      SUCCESS        2            38            High        700        2900.1        3600.1
    986            20000            Low       SUCCESS        2            71            Low         200        3400.1        3600.1
    988            20000            Low       SUCCESS        2            73            Low         200        3400.1        3600.1
    989            20000            Low       SUCCESS        2            75            Low         200        3400.1        3600.1
    994            20000            Low       SUCCESS        2            79            Low         200        3400.1        3600.1
    998            20000            Low       SUCCESS        2            85            Low         200        3400.1        3600.1
    1000            20000            Low       SUCCESS        2            89            Low         200        3400.1        3600.1
    1001            20000            Low       SUCCESS        2            91            Low         200        3400.1        3600.1
    1005            20000            Low       SUCCESS        2            95            Low         200        3400.1        3600.1
    1008            20000            Low       SUCCESS        2            97            Low         200        3400.1        3600.1
    1012            20000            Low       SUCCESS        2            101            Low         200        3400.1        3600.1
    1013            20000            Low       SUCCESS        2            103            Low         200        3400.1        3600.1
    1016            10000            Low       SUCCESS        2            107            Low         100        3500.1        3600.1
    1027            10000            Low       SUCCESS        2            111            Low         100        3500.1        3600.1
    1029            10000            Low       SUCCESS        2            115            Low         100        3500.1        3600.1
    1032            10000            Low       SUCCESS        2            119            Low         100        3500.1        3600.1
    1034            10000            Low       SUCCESS        2            123            Low         100        3500.1        3600.1
    1044            10000            Low       SUCCESS        2            133            Low         100        3500.1        3600.1
    1045            10000            Low       SUCCESS        2            135            Low         100        3500.1        3600.1
    510            40000            High      SUCCESS        2            2            High        400        3300.1        3700.1
    593            20000            High      SUCCESS        2            4            High        200        3500.1        3700.1
    267            20000            High      SUCCESS        2            5            High        200        3500.1        3700.1
    595            40000            High      SUCCESS        2            6            High        400        3300.1        3700.1
    513            10000            High      SUCCESS        2            8            High        100        3600.1        3700.1
    279            40000            High      SUCCESS        2            21            High        400        3300.1        3700.1
    249            10000            High      SUCCESS        2            25            High        100        3600.1        3700.1
    499            80000            High      SUCCESS        2            32            High        800        2900.1        3700.1
    292            30000            High      SUCCESS        2            35            High        300        3400.1        3700.1
    626            10000            High      SUCCESS        2            38            High        100        3600.1        3700.1
    913            60000            High      SUCCESS        2            42            Low         600        3100.1        3700.1
    942            50000            High      SUCCESS        2            43            Low         500        3200.1        3700.1
    1023            20000            Low       SUCCESS        2            109            Low         200        3500.1        3700.1
    1028            20000            Low       SUCCESS        2            113            Low         200        3500.1        3700.1
    1031            20000            Low       SUCCESS        2            117            Low         200        3500.1        3700.1
    1033            20000            Low       SUCCESS        2            121            Low         200        3500.1        3700.1
    1035            20000            Low       SUCCESS        2            125            Low         200        3500.1        3700.1
    1036            20000            Low       SUCCESS        2            127            Low         200        3500.1        3700.1
    1037            20000            Low       SUCCESS        2            129            Low         200        3500.1        3700.1
    1038            20000            Low       SUCCESS        2            131            Low         200        3500.1        3700.1
    1047            10000            Low       SUCCESS        2            137            Low         100        3600.1        3700.1
    1048            10000            Low       SUCCESS        2            139            Low         100        3600.1        3700.1
    1053            10000            Low       SUCCESS        2            141            Low         100        3600.1        3700.1
    1057            10000            Low       SUCCESS        2            147            Low         100        3600.1        3700.1
    179            100000            High      SUCCESS        2            1            High        1000        2800.1        3800.1
    221            70000            High      SUCCESS        2            3            High        700        3100.1        3800.1
    563            100000            High      SUCCESS        2            10            High        1000        2800.1        3800.1
    199            80000            High      SUCCESS        2            23            High        800        3000.1        3800.1
    290            40000            High      SUCCESS        2            33            High        400        3400.1        3800.1
    580            40000            High      SUCCESS        2            34            High        400        3400.1        3800.1
    425            70000            High      SUCCESS        2            36            High        700        3100.1        3800.1
    295            30000            High      SUCCESS        2            39            High        300        3500.1        3800.1
    980            50000            High      SUCCESS        2            45            Low         500        3300.1        3800.1
    1074            10000            Low       SUCCESS        2            54            Low         100        3700.1        3800.1
    1085            10000            Low       SUCCESS        2            66            Low         100        3700.1        3800.1
    1086            10000            Low       SUCCESS        2            68            Low         100        3700.1        3800.1
    1095            10000            Low       SUCCESS        2            76            Low         100        3700.1        3800.1
    1102            10000            Low       SUCCESS        2            80            Low         100        3700.1        3800.1
    1103            10000            Low       SUCCESS        2            82            Low         100        3700.1        3800.1
    1107            10000            Low       SUCCESS        2            88            Low         100        3700.1        3800.1
    1115            10000            Low       SUCCESS        2            100            Low         100        3700.1        3800.1
    1054            20000            Low       SUCCESS        2            143            Low         200        3600.1        3800.1
    1055            20000            Low       SUCCESS        2            145            Low         200        3600.1        3800.1
    195            60000            High      SUCCESS        2            17            High        600        3300.1        3900.1
    239            40000            High      SUCCESS        2            19            High        400        3500.1        3900.1
    570            100000            High      SUCCESS        2            20            High        1000        2900.1        3900.1
    287            90000            High      SUCCESS        2            27            High        900        3000.1        3900.1
    463            10000            High      SUCCESS        2            36            High        100        3800.1        3900.1
    294            100000            High      SUCCESS        2            37            High        1000        2900.1        3900.1
    1073            20000            Low       SUCCESS        2            52            Low         200        3700.1        3900.1
    1076            20000            Low       SUCCESS        2            56            Low         200        3700.1        3900.1
    1077            20000            Low       SUCCESS        2            58            Low         200        3700.1        3900.1
    1080            20000            Low       SUCCESS        2            60            Low         200        3700.1        3900.1
    1082            20000            Low       SUCCESS        2            62            Low         200        3700.1        3900.1
    1083            20000            Low       SUCCESS        2            64            Low         200        3700.1        3900.1
    1087            20000            Low       SUCCESS        2            70            Low         200        3700.1        3900.1
    1093            20000            Low       SUCCESS        2            72            Low         200        3700.1        3900.1
    1094            20000            Low       SUCCESS        2            74            Low         200        3700.1        3900.1
    1101            20000            Low       SUCCESS        2            78            Low         200        3700.1        3900.1
    1105            20000            Low       SUCCESS        2            84            Low         200        3700.1        3900.1
    1106            20000            Low       SUCCESS        2            86            Low         200        3700.1        3900.1
    1108            20000            Low       SUCCESS        2            90            Low         200        3700.1        3900.1
    1109            20000            Low       SUCCESS        2            92            Low         200        3700.1        3900.1
    1110            20000            Low       SUCCESS        2            94            Low         200        3700.1        3900.1
    1113            20000            Low       SUCCESS        2            96            Low         200        3700.1        3900.1
    1114            20000            Low       SUCCESS        2            98            Low         200        3700.1        3900.1
    1118            10000            Low       SUCCESS        2            104            Low         100        3800.1        3900.1
    1124            10000            Low       SUCCESS        2            108            Low         100        3800.1        3900.1
    1132            10000            Low       SUCCESS        2            114            Low         100        3800.1        3900.1
    1134            10000            Low       SUCCESS        2            116            Low         100        3800.1        3900.1
    218            20000            High      SUCCESS        2            1            High        200        3800.1        4000.1
    309            50000            High      SUCCESS        2            9            High        500        3500.1        4000.1
    275            70000            High      SUCCESS        2            13            High        700        3300.1        4000.1
    518            60000            High      SUCCESS        2            14            High        600        3400.1        4000.1
    276            90000            High      SUCCESS        2            15            High        900        3100.1        4000.1
    523            60000            High      SUCCESS        2            18            High        600        3400.1        4000.1
    527            40000            High      SUCCESS        2            22            High        400        3600.1        4000.1
    900            90000            High      SUCCESS        2            41            Low         900        3100.1        4000.1
    1079            30000            High      SUCCESS        2            50            Low         300        3700.1        4000.1
    1116            20000            Low       SUCCESS        2            102            Low         200        3800.1        4000.1
    1122            20000            Low       SUCCESS        2            106            Low         200        3800.1        4000.1
    1125            20000            Low       SUCCESS        2            110            Low         200        3800.1        4000.1
    1129            20000            Low       SUCCESS        2            112            Low         200        3800.1        4000.1
    1136            20000            Low       SUCCESS        2            118            Low         200        3800.1        4000.1
    1138            20000            Low       SUCCESS        2            120            Low         200        3800.1        4000.1
    1141            20000            Low       SUCCESS        2            122            Low         200        3800.1        4000.1
    1142            20000            Low       SUCCESS        2            124            Low         200        3800.1        4000.1
    1146            10000            Low       SUCCESS        2            128            Low         100        3900.1        4000.1
    1151            10000            Low       SUCCESS        2            130            Low         100        3900.1        4000.1
    1156            10000            Low       SUCCESS        2            136            Low         100        3900.1        4000.1
    1171            10000            Low       SUCCESS        2            146            Low         100        3900.1        4000.1
    554            40000            High      SUCCESS        2            2            High        400        3700.1        4100.1
    223            90000            High      SUCCESS        2            7            High        900        3200.1        4100.1
    516            60000            High      SUCCESS        2            12            High        600        3500.1        4100.1
    278            20000            High      SUCCESS        2            19            High        200        3900.1        4100.1
    572            10000            High      SUCCESS        2            22            High        100        4000.1        4100.1
    498            50000            High      SUCCESS        2            30            High        500        3600.1        4100.1
    620            30000            High      SUCCESS        2            34            High        300        3800.1        4100.1
    501            20000            High      SUCCESS        2            36            High        200        3900.1        4100.1
    1112            40000            High      SUCCESS        2            51            Low         400        3700.1        4100.1
    1176            10000            Low       SUCCESS        2            59            Low         100        4000.1        4100.1
    1180            10000            Low       SUCCESS        2            61            Low         100        4000.1        4100.1
    1183            10000            Low       SUCCESS        2            63            Low         100        4000.1        4100.1
    1193            10000            Low       SUCCESS        2            71            Low         100        4000.1        4100.1
    1194            10000            Low       SUCCESS        2            73            Low         100        4000.1        4100.1
    1145            20000            Low       SUCCESS        2            126            Low         200        3900.1        4100.1
    1152            20000            Low       SUCCESS        2            132            Low         200        3900.1        4100.1
    1153            20000            Low       SUCCESS        2            134            Low         200        3900.1        4100.1
    1157            20000            Low       SUCCESS        2            138            Low         200        3900.1        4100.1
    1158            20000            Low       SUCCESS        2            140            Low         200        3900.1        4100.1
    1161            20000            Low       SUCCESS        2            142            Low         200        3900.1        4100.1
    1168            20000            Low       SUCCESS        2            144            Low         200        3900.1        4100.1
    562            50000            High      SUCCESS        2            8            High        500        3700.1        4200.1
    599            40000            High      SUCCESS        2            10            High        400        3800.1        4200.1
    318            20000            High      SUCCESS        2            15            High        200        4000.1        4200.1
    567            80000            High      SUCCESS        2            16            High        800        3400.1        4200.1
    748            40000            High      SUCCESS        2            33            High        400        3800.1        4200.1
    952            100000            High      SUCCESS        2            44            Low         1000        3200.1        4200.1
    1175            20000            Low       SUCCESS        2            57            Low         200        4000.1        4200.1
    1186            20000            Low       SUCCESS        2            65            Low         200        4000.1        4200.1
    1191            20000            Low       SUCCESS        2            67            Low         200        4000.1        4200.1
    1192            20000            Low       SUCCESS        2            69            Low         200        4000.1        4200.1
    1195            20000            Low       SUCCESS        2            75            Low         200        4000.1        4200.1
    1200            20000            Low       SUCCESS        2            77            Low         200        4000.1        4200.1
    1213            10000            Low       SUCCESS        2            89            Low         100        4100.1        4200.1
    1215            10000            Low       SUCCESS        2            91            Low         100        4100.1        4200.1
    1216            10000            Low       SUCCESS        2            93            Low         100        4100.1        4200.1
    1219            10000            Low       SUCCESS        2            95            Low         100        4100.1        4200.1
    1222            10000            Low       SUCCESS        2            99            Low         100        4100.1        4200.1
    1226            10000            Low       SUCCESS        2            103            Low         100        4100.1        4200.1
    771            10000            High      SUCCESS        2            15            High        100        4200.1        4300.1
    320            20000            High      SUCCESS        2            19            High        200        4100.1        4300.1
    609            40000            High      SUCCESS        2            20            High        400        3900.1        4300.1
    494            100000            High      SUCCESS        2            24            High        1000        3300.1        4300.1
    327            40000            High      SUCCESS        2            27            High        400        3900.1        4300.1
    617            80000            High      SUCCESS        2            28            High        800        3500.1        4300.1
    169            90000            High      SUCCESS        2            31            High        900        3400.1        4300.1
    542            60000            High      SUCCESS        2            32            High        600        3700.1        4300.1
    674            20000            High      SUCCESS        2            34            High        200        4100.1        4300.1
    544            20000            High      SUCCESS        2            36            High        200        4100.1        4300.1
    590            80000            High      SUCCESS        2            40            Low         800        3500.1        4300.1
    943            60000            High      SUCCESS        2            43            Low         600        3700.1        4300.1
    1007            90000            High      SUCCESS        2            46            Low         900        3400.1        4300.1
    1147            40000            High      SUCCESS        2            53            Low         400        3900.1        4300.1
    1204            20000            Low       SUCCESS        2            79            Low         200        4100.1        4300.1
    1205            20000            Low       SUCCESS        2            81            Low         200        4100.1        4300.1
    1207            20000            Low       SUCCESS        2            83            Low         200        4100.1        4300.1
    1208            20000            Low       SUCCESS        2            85            Low         200        4100.1        4300.1
    1212            20000            Low       SUCCESS        2            87            Low         200        4100.1        4300.1
    1220            20000            Low       SUCCESS        2            97            Low         200        4100.1        4300.1
    1224            20000            Low       SUCCESS        2            101            Low         200        4100.1        4300.1
    1228            20000            Low       SUCCESS        2            105            Low         200        4100.1        4300.1
    1232            10000            Low       SUCCESS        2            109            Low         100        4200.1        4300.1
    1236            10000            Low       SUCCESS        2            115            Low         100        4200.1        4300.1
    1238            10000            Low       SUCCESS        2            119            Low         100        4200.1        4300.1
    1241            10000            Low       SUCCESS        2            125            Low         100        4200.1        4300.1
    1243            10000            Low       SUCCESS        2            129            Low         100        4200.1        4300.1
